aa	AA-1007-TPA-MIA	12/01/2011 01:55 PM	12/01/2011 02:07 PM	F78	12/01/2011 03:00 PM	12/01/2011 02:57 PM	D5
airtravelcenter	UA-898-IAD-BOS		12/1/11 10:00 PM (-05:00)			12/1/11 11:01 PM (-05:00)	
myrateplan	UA-898-IAD-BOS		12/1/11 10:00 PM (-05:00)			12/1/11 11:01 PM (-05:00)	
helloflight	UA-898-IAD-BOS		12/1/11 10:00 PM (-05:00)			12/1/11 11:01 PM (-05:00)	
flytecomm	UA-898-IAD-BOS		12/1/11 10:00 PM (-05:00)			12/1/11 11:01 PM (-05:00)	
flightaware	UA-898-IAD-BOS	2011-12-01 09:55PM EST	2011-12-01 10:00PM EST	 D1 	2011-12-01 11:10PM EST	2011-12-01 10:59PM EST	 C20 
wunderground	UA-898-IAD-BOS	2011-12-01 09:55PM EST	2011-12-01 10:00PM EST	 D1 	2011-12-01 11:10PM EST	2011-12-01 10:59PM EST	 C20 
flights	UA-898-IAD-BOS		2011-12-01 09:50 PM	D1		2011-12-01 11:03 PM	C20
businesstravellogue	UA-898-IAD-BOS		2011-12-01 09:50 PM	D1		2011-12-01 11:03 PM	C20
flylouisville	UA-898-IAD-BOS		2011-12-01 09:50 PM	D1		2011-12-01 11:03 PM	C20
flightstats	UA-898-IAD-BOS	2011-12-01 9:55 PM	2011-12-01 9:50 PM		2011-12-01 11:32 PM	2011-12-01 11:03 PM	
quicktrip	UA-898-IAD-BOS	2011-12-01 9:55 PM	2011-12-01 9:50 PM		2011-12-01 11:32 PM	2011-12-01 11:03 PM	
flightview	UA-898-IAD-BOS		10:00 PMDec 01			11:03 PMDec 01	
panynj	UA-898-IAD-BOS		10:00 PMDec 01			11:03 PMDec 01	
gofox	UA-898-IAD-BOS		10:00 PMDec 01			11:03 PMDec 01	
foxbusiness	UA-898-IAD-BOS		10:00 PMDec 01			11:03 PMDec 01	
allegiantair	UA-898-IAD-BOS		10:00 PMDec 01			11:03 PMDec 01	
boston	UA-898-IAD-BOS		10:00 PMDec 01			10:59 PMDec 01	
orbitz	UA-898-IAD-BOS	9:55pDec 1	9:50pDec 1	 D1	11:32pDec 1	11:03pDec 1	 C20
iad	UA-898-IAD-BOS	2011-12-01 21:55 	2011-12-01 21:50 				
usatoday	UA-898-IAD-BOS	2011-12-01 9:55 PM	2011-12-01 9:50 PM		2011-12-01 11:32 PM	2011-12-01 11:03 PM	
aa	AA-649-ORD-SNA	12/01/2011 01:30 PM		H10	12/01/2011 03:50 PM		7
flightexplorer	AA-649-ORD-SNA	12/1/2011 1:30PM CST			12/1/2011 3:50PM PST		
airtravelcenter	AA-649-ORD-SNA		12/1/11 1:41 PM (-06:00)			12/1/11 3:29 PM (-08:00)	
myrateplan	AA-649-ORD-SNA		12/1/11 1:41 PM (-06:00)			12/1/11 3:29 PM (-08:00)	
helloflight	AA-649-ORD-SNA		12/1/11 1:41 PM (-06:00)			12/1/11 3:29 PM (-08:00)	
flytecomm	AA-649-ORD-SNA		12/1/11 1:41 PM (-06:00)			12/1/11 3:29 PM (-08:00)	
flightaware	AA-649-ORD-SNA	2011-12-01 01:30PM CST	2011-12-01 01:40PM CST	 H10 	2011-12-01 03:30PM PST	2011-12-01 03:40PM PST	 7 
wunderground	AA-649-ORD-SNA	2011-12-01 01:30PM CST	2011-12-01 01:40PM CST	 H10 	2011-12-01 03:30PM PST	2011-12-01 03:40PM PST	 7 
flights	AA-649-ORD-SNA	01:30 PM  Thu 01-Dec-2011		H10	03:50 PM  Thu 01-Dec-2011		7
businesstravellogue	AA-649-ORD-SNA	01:30 PM  Thu 01-Dec-2011		H10	03:50 PM  Thu 01-Dec-2011		7
flylouisville	AA-649-ORD-SNA	01:30 PM  Thu 01-Dec-2011		H10	03:50 PM  Thu 01-Dec-2011		7
world-flight-tracker	AA-649-ORD-SNA	2011-12-01 1:30 PM	2011-12-01 1:41 PM (Estimated runway)		2011-12-01 3:50 PM	2011-12-01 3:29 PM (Estimated runway)	
flightview	AA-649-ORD-SNA	1:30 PM, Dec 01		H10	3:50 PM, Dec 01		Terminal A - 7
panynj	AA-649-ORD-SNA	1:30 PM, Dec 01		H10	3:50 PM, Dec 01		Terminal A - 7
gofox	AA-649-ORD-SNA	1:30 PM, Dec 01			3:50 PM, Dec 01		
foxbusiness	AA-649-ORD-SNA	1:30 PM, Dec 01		H10	3:50 PM, Dec 01		Terminal A - 7
allegiantair	AA-649-ORD-SNA	1:30 PM, Dec 01		H10	3:50 PM, Dec 01		Terminal A - 7
boston	AA-649-ORD-SNA	1:30 PM, Dec 01	Not Available		3:50 PM, Dec 01	Not Available	
travelocity	AA-649-ORD-SNA	Dec 01 - 1:30pm	Dec 01 - Not Available	H10/T3	Dec 01 - 3:50pm	Dec 01 - Not Available	7
orbitz	AA-649-ORD-SNA	1:30pDec 1		 H10	3:50pDec 1		 7
weather	AA-649-ORD-SNA	2011-12-01 01:30 PM			2011-12-01 03:50 PM		
mytripandmore	AA-649-ORD-SNA	Dec 01 - 1:30pm	Dec 01 - Not Available	H10/T3	Dec 01 - 3:50pm	Dec 01 - Not Available	7
ua	UA-616-ORD-DCA	Thu, Dec 1 2:00 PM	Thu, Dec 1 2:25 PM            Delayed	B11	Thu, Dec 1 4:49 PM	Thu, Dec 1 4:56 PM	27
flightexplorer	UA-616-ORD-DCA		12/1/2011 2:34PM CST			12/1/2011 4:52PM EST	
airtravelcenter	UA-616-ORD-DCA		12/1/11 2:35 PM (-06:00)			12/1/11 4:50 PM (-05:00)	
myrateplan	UA-616-ORD-DCA		12/1/11 2:35 PM (-06:00)			12/1/11 4:50 PM (-05:00)	
helloflight	UA-616-ORD-DCA		12/1/11 2:35 PM (-06:00)			12/1/11 4:50 PM (-05:00)	
flytecomm	UA-616-ORD-DCA		12/1/11 2:35 PM (-06:00)			12/1/11 4:50 PM (-05:00)	
flightaware	UA-616-ORD-DCA	2011-12-01 02:00PM CST	2011-12-01 02:35PM CST	 B11 	2011-12-01 04:21PM EST	2011-12-01 04:53PM EST	 27 
wunderground	UA-616-ORD-DCA	2011-12-01 02:00PM CST	2011-12-01 02:35PM CST	 B11 	2011-12-01 04:21PM EST	2011-12-01 04:53PM EST	 27 
flights	UA-616-ORD-DCA		2011-12-01 02:25 PM	B11		2011-12-01 04:56 PM	27
businesstravellogue	UA-616-ORD-DCA		2011-12-01 02:25 PM	B11		2011-12-01 04:56 PM	27
flylouisville	UA-616-ORD-DCA		2011-12-01 02:25 PM	B11		2011-12-01 04:56 PM	27
flightview	UA-616-ORD-DCA		2:35 PMDec 01			4:56 PMDec 01	
panynj	UA-616-ORD-DCA		2:35 PMDec 01			4:56 PMDec 01	
gofox	UA-616-ORD-DCA		2:35 PMDec 01			4:56 PMDec 01	
foxbusiness	UA-616-ORD-DCA		2:35 PMDec 01			4:56 PMDec 01	
allegiantair	UA-616-ORD-DCA		2:35 PMDec 01			4:56 PMDec 01	
boston	UA-616-ORD-DCA		2:35 PMDec 01			4:54 PMDec 01	
orbitz	UA-616-ORD-DCA	2:00pDec 1	2:25pDec 1	 B11	4:49pDec 1	4:56pDec 1	 27
mytripandmore	UA-616-ORD-DCA	2:00pDec 1	2:25pDec 1	 B11	4:49pDec 1	4:56pDec 1	 27
flightwise	UA-616-ORD-DCA	2011-12-01 02:00PM CST	2011-12-01 02:35PM CST	 B11 	2011-12-01 04:21PM EST	2011-12-01 04:53PM EST	 27 
CO	CO-37-EWR-MCO	Thu., Dec.01, 2011 1:29 p.m.	Thu., Dec.01, 2011 1:48 p.m.		Thu., Dec.01, 2011 4:17 p.m.	Thu., Dec.01, 2011 4:17 p.m.	
airtravelcenter	CO-37-EWR-MCO	12/1/11 1:29 PM (-05:00)			12/1/11 4:17 PM (-05:00)		
myrateplan	CO-37-EWR-MCO	12/1/11 1:29 PM (-05:00)			12/1/11 4:17 PM (-05:00)		
helloflight	CO-37-EWR-MCO	12/1/11 1:29 PM (-05:00)			12/1/11 4:17 PM (-05:00)		
flytecomm	CO-37-EWR-MCO	12/1/11 1:29 PM (-05:00)			12/1/11 4:17 PM (-05:00)		
flightaware	CO-37-EWR-MCO	2011-12-01 01:29PM EST	2011-12-01 02:01PM EST	 126 	2011-12-01 03:55PM EST	2011-12-01 04:06PM EST	 39 
wunderground	CO-37-EWR-MCO	2011-12-01 01:29PM EST	2011-12-01 02:01PM EST	 126 	2011-12-01 03:55PM EST	2011-12-01 04:06PM EST	 39 
flights	CO-37-EWR-MCO		2011-12-01 01:48 PM	126		2011-12-01 04:17 PM	39
businesstravellogue	CO-37-EWR-MCO		2011-12-01 01:48 PM	126		2011-12-01 04:17 PM	39
flylouisville	CO-37-EWR-MCO		2011-12-01 01:48 PM	126		2011-12-01 04:17 PM	39
flightstats	CO-37-EWR-MCO	2011-12-01 1:29 PM	2011-12-01 1:48 PM		2011-12-01 4:17 PM	2011-12-01 4:17 PM	
quicktrip	CO-37-EWR-MCO	2011-12-01 1:29 PM	2011-12-01 1:48 PM		2011-12-01 4:17 PM	2011-12-01 4:17 PM	
flightview	CO-37-EWR-MCO		2:01 PMDec 01			4:17 PMDec 01	
panynj	CO-37-EWR-MCO		2:01 PMDec 01			4:17 PMDec 01	
gofox	CO-37-EWR-MCO		2:01 PMDec 01			4:17 PMDec 01	
foxbusiness	CO-37-EWR-MCO		2:01 PMDec 01			4:17 PMDec 01	
allegiantair	CO-37-EWR-MCO		2:01 PMDec 01			4:17 PMDec 01	
boston	CO-37-EWR-MCO		2:01 PMDec 01			4:06 PMDec 01	
orbitz	CO-37-EWR-MCO	1:29pDec 1	1:48pDec 1	 126	4:17pDec 1	4:17pDec 1	 39
mco	CO-37-EWR-MCO				2011-12-01 Thu  16:17	2011-12-01 Thu  16:13	39?
flightwise	CO-37-EWR-MCO	2011-12-01 01:29PM EST	2011-12-01 02:01PM EST	 126 	2011-12-01 03:55PM EST	2011-12-01 04:06PM EST	 39 
ua	UA-1006-BOG-IAH	Thu, Dec 1 1:15 AM	Thu, Dec 1 1:09 AM	--	Thu, Dec 1 5:26 AM	Thu, Dec 1 5:47 AM	E2
airtravelcenter	UA-1006-BOG-IAH	12/1/11 1:15 AM (-05:00)			12/1/11 5:26 AM (-06:00)		
myrateplan	UA-1006-BOG-IAH	12/1/11 1:15 AM (-05:00)			12/1/11 5:26 AM (-06:00)		
helloflight	UA-1006-BOG-IAH	12/1/11 1:15 AM (-05:00)			12/1/11 5:26 AM (-06:00)		
flytecomm	UA-1006-BOG-IAH	12/1/11 1:15 AM (-05:00)			12/1/11 5:26 AM (-06:00)		
flights	UA-1006-BOG-IAH		2011-12-01 01:09 AM	6		2011-12-01 05:47 AM	2
businesstravellogue	UA-1006-BOG-IAH		2011-12-01 01:09 AM	6		2011-12-01 05:47 AM	2
flylouisville	UA-1006-BOG-IAH		2011-12-01 01:09 AM	6		2011-12-01 05:47 AM	2
flightview	UA-1006-BOG-IAH		1:04 AMDec 01			5:47 AMDec 01	
panynj	UA-1006-BOG-IAH		1:04 AMDec 01			5:47 AMDec 01	
gofox	UA-1006-BOG-IAH		1:04 AMDec 01			5:47 AMDec 01	
foxbusiness	UA-1006-BOG-IAH		1:04 AMDec 01			5:47 AMDec 01	
allegiantair	UA-1006-BOG-IAH		1:04 AMDec 01			5:47 AMDec 01	
boston	UA-1006-BOG-IAH		1:04 AMDec 01			5:15 AMDec 01	
travelocity	UA-1006-BOG-IAH	Dec 01 - 1:15am	Dec 01 - Contact Airline	Not provided by airline	Dec 01 - 5:26am	Dec 01 - Contact Airline	Not provided by airline
orbitz	UA-1006-BOG-IAH	1:15aDec 1	1:09aDec 1	 -	5:26aDec 1	5:47aDec 1	 -
weather	UA-1006-BOG-IAH	2011-12-01 01:15 AM			2011-12-01 05:26 AM		
usatoday	UA-1006-BOG-IAH		1:04 AMDec 01			5:15 AMDec 01	
mytripandmore	UA-1006-BOG-IAH	1:15aDec 1	1:09aDec 1	 -	5:26aDec 1	5:47aDec 1	 -
ua	UA-2546-IAH-CLT	Thu, Dec 1 8:51 AM	Thu, Dec 1 8:51 AM	A19	Thu, Dec 1 12:16 PM	Thu, Dec 1 12:26 PM	C12
airtravelcenter	UA-2546-IAH-CLT		12/1/11 9:15 AM (-06:00)			12/1/11 12:21 PM (-05:00)	
myrateplan	UA-2546-IAH-CLT		12/1/11 9:15 AM (-06:00)			12/1/11 12:21 PM (-05:00)	
helloflight	UA-2546-IAH-CLT		12/1/11 9:15 AM (-06:00)			12/1/11 12:21 PM (-05:00)	
flytecomm	UA-2546-IAH-CLT		12/1/11 9:15 AM (-06:00)			12/1/11 12:21 PM (-05:00)	
flights	UA-2546-IAH-CLT		2011-12-01 08:48 AM	19		2011-12-01 12:26 PM	C12
businesstravellogue	UA-2546-IAH-CLT		2011-12-01 08:48 AM	19		2011-12-01 12:26 PM	C12
flylouisville	UA-2546-IAH-CLT		2011-12-01 08:48 AM	19		2011-12-01 12:26 PM	C12
flightview	UA-2546-IAH-CLT		9:15 AMDec 01			12:19 PMDec 01	
panynj	UA-2546-IAH-CLT		9:15 AMDec 01			12:19 PMDec 01	
gofox	UA-2546-IAH-CLT		9:15 AMDec 01			12:19 PMDec 01	
foxbusiness	UA-2546-IAH-CLT		9:15 AMDec 01			12:19 PMDec 01	
allegiantair	UA-2546-IAH-CLT		9:15 AMDec 01			12:19 PMDec 01	
boston	UA-2546-IAH-CLT		9:15 AMDec 01			12:19 PMDec 01	
travelocity	UA-2546-IAH-CLT	Dec 01 - 8:51am	Dec 01 - Contact Airline	Not provided by airline	Dec 01 - 12:16pm	Dec 01 - Contact Airline	Not provided by airline
orbitz	UA-2546-IAH-CLT	8:51aDec 1	8:48aDec 1	 -	12:16pDec 1	12:26pDec 1	 -
weather	UA-2546-IAH-CLT	2011-12-01 08:51 AM			2011-12-01 12:16 PM		
usatoday	UA-2546-IAH-CLT	2011-12-01 08:51 AM			2011-12-01 12:16 PM		
flightarrival	UA-2546-IAH-CLT		9:15 AMDec 01			12:19 PMDec 01	
ua	UA-5140-EWR-YUL	Thu, Dec 1 9:45 PM	Thu, Dec 1 9:45 PM	A25	Thu, Dec 1 11:07 PM	Thu, Dec 1 11:07 PM	C76
airtravelcenter	UA-5140-EWR-YUL		12/1/11 9:55 PM (-05:00)			12/1/11 10:50 PM (-05:00)	
myrateplan	UA-5140-EWR-YUL		12/1/11 9:55 PM (-05:00)			12/1/11 10:50 PM (-05:00)	
helloflight	UA-5140-EWR-YUL		12/1/11 9:55 PM (-05:00)			12/1/11 10:50 PM (-05:00)	
flytecomm	UA-5140-EWR-YUL		12/1/11 9:55 PM (-05:00)			12/1/11 10:50 PM (-05:00)	
flights	UA-5140-EWR-YUL	09:45 PM  Thu 01-Dec-2011		25	11:07 PM  Thu 01-Dec-2011		C76
businesstravellogue	UA-5140-EWR-YUL	09:45 PM  Thu 01-Dec-2011		25	11:07 PM  Thu 01-Dec-2011		C76
flylouisville	UA-5140-EWR-YUL	09:45 PM  Thu 01-Dec-2011		25	11:07 PM  Thu 01-Dec-2011		C76
world-flight-tracker	UA-5140-EWR-YUL	2011-12-01 9:45 PM	2011-12-01 9:45 PM (Estimated)		2011-12-01 11:07 PM	2011-12-01 11:07 PM (Estimated)	
flightview	UA-5140-EWR-YUL	9:45 PM, Dec 01			11:07 PM, Dec 01		
panynj	UA-5140-EWR-YUL	9:45 PM, Dec 01			11:07 PM, Dec 01		
gofox	UA-5140-EWR-YUL	9:45 PM, Dec 01			11:07 PM, Dec 01		
foxbusiness	UA-5140-EWR-YUL	9:45 PM, Dec 01			11:07 PM, Dec 01		
allegiantair	UA-5140-EWR-YUL	9:45 PM, Dec 01			11:07 PM, Dec 01		
boston	UA-5140-EWR-YUL	9:45 PM, Dec 01	9:45 PM, Dec 01&nbsp(Estimated)		11:07 PM, Dec 01	10:50 PM, Dec 01&nbsp(Estimated)	
travelocity	UA-5140-EWR-YUL	Dec 01 - 9:45pm	Dec 01 - Contact Airline	Not provided by airline	Dec 01 - 11:07pm	Dec 01 - Contact Airline	Not provided by airline
orbitz	UA-5140-EWR-YUL	9:45pDec 1		 A25	11:07pDec 1		 C76
weather	UA-5140-EWR-YUL	2011-12-01 09:45 PM			2011-12-01 11:07 PM		
mytripandmore	UA-5140-EWR-YUL	9:45pDec 1		 A25	11:07pDec 1		 C76
flightarrival	UA-5140-EWR-YUL	9:45 PM, Dec 01	9:45 PM, Dec 01&nbsp(Estimated)		11:07 PM, Dec 01	10:50 PM, Dec 01&nbsp(Estimated)	
ua	UA-940-ORD-FRA	Thu, Dec 1 6:40 PM	Thu, Dec 1 7:01 PM            Delayed	B17	Fri, Dec 2 10:15 AM	Fri, Dec 2 10:02 AM	HOLD
airtravelcenter	UA-940-ORD-FRA		12/1/11 7:16 PM (-06:00)			12/2/11 9:49 AM (+01:00)	
myrateplan	UA-940-ORD-FRA		12/1/11 7:16 PM (-06:00)			12/2/11 9:49 AM (+01:00)	
helloflight	UA-940-ORD-FRA		12/1/11 7:16 PM (-06:00)			12/2/11 9:49 AM (+01:00)	
flytecomm	UA-940-ORD-FRA		12/1/11 7:16 PM (-06:00)			12/2/11 9:49 AM (+01:00)	
flights	UA-940-ORD-FRA		2011-12-01 06:40 PM			2011-12-01 10:15 AM	
businesstravellogue	UA-940-ORD-FRA		2011-12-01 06:40 PM			2011-12-01 10:15 AM	
flylouisville	UA-940-ORD-FRA		2011-12-01 06:40 PM			2011-12-01 10:15 AM	
flightview	UA-940-ORD-FRA		7:16 PMDec 01			10:02 AMDec 02	
panynj	UA-940-ORD-FRA		7:16 PMDec 01			10:02 AMDec 02	
gofox	UA-940-ORD-FRA		7:16 PMDec 01			10:02 AMDec 02	
foxbusiness	UA-940-ORD-FRA		7:16 PMDec 01			10:02 AMDec 02	
allegiantair	UA-940-ORD-FRA		7:16 PMDec 01			10:02 AMDec 02	
boston	UA-940-ORD-FRA		7:16 PMDec 01			9:45 AMDec 02	
orbitz	UA-940-ORD-FRA	6:40pDec 1	7:01pDec 1	 B17	9:49aDec 2		 -
mytripandmore	UA-940-ORD-FRA	6:40pDec 1	7:01pDec 1	 B17	9:49aDec 2		 -
ua	UA-1442-EWR-LIR	Thu, Dec 1 8:28 AM	Thu, Dec 1 8:30 AM	C127	Thu, Dec 1 1:30 PM	Thu, Dec 1 12:30 PM	--
flights	UA-1442-EWR-LIR	08:28 AM  Thu 01-Dec-2011			01:30 PM  Thu 01-Dec-2011		
businesstravellogue	UA-1442-EWR-LIR	08:28 AM  Thu 01-Dec-2011			01:30 PM  Thu 01-Dec-2011		
flylouisville	UA-1442-EWR-LIR	08:28 AM  Thu 01-Dec-2011			01:30 PM  Thu 01-Dec-2011		
flightview	UA-1442-EWR-LIR	8:28 AM, Dec 01	8:55 AM, Dec 01		1:30 PM, Dec 01		
panynj	UA-1442-EWR-LIR	8:28 AM, Dec 01	8:55 AM, Dec 01		1:30 PM, Dec 01		
gofox	UA-1442-EWR-LIR	8:28 AM, Dec 01	8:55 AM, Dec 01		1:30 PM, Dec 01		
foxbusiness	UA-1442-EWR-LIR	8:28 AM, Dec 01	8:55 AM, Dec 01		1:30 PM, Dec 01		
allegiantair	UA-1442-EWR-LIR	8:28 AM, Dec 01	8:55 AM, Dec 01		1:30 PM, Dec 01		
boston	UA-1442-EWR-LIR	8:28 AM, Dec 01	8:55 AM, Dec 01		1:30 PM, Dec 01	1:07 PM, Dec 01&nbsp(Estimated)	
travelocity	UA-1442-EWR-LIR	Dec 01 - 8:28am	Dec 01 - Contact Airline	Not provided by airline	Dec 01 - 1:30pm	Dec 01 - Contact Airline	Not provided by airline
orbitz	UA-1442-EWR-LIR	8:28aDec 1	8:30aDec 1	 127	11:30aDec 1		 -
mytripandmore	UA-1442-EWR-LIR	8:28aDec 1	8:30aDec 1	 127	11:30aDec 1		 -
aa	AA-463-ORF-DFW	12/01/2011 06:30 AM	12/01/2011 06:32 AM	B17	12/01/2011 09:10 AM	12/01/2011 08:26 AM	C2
airtravelcenter	AA-463-ORF-DFW		12/1/11 6:33 AM (-05:00)			12/1/11 8:24 AM (-06:00)	
myrateplan	AA-463-ORF-DFW		12/1/11 6:33 AM (-05:00)			12/1/11 8:24 AM (-06:00)	
helloflight	AA-463-ORF-DFW		12/1/11 6:33 AM (-05:00)			12/1/11 8:24 AM (-06:00)	
flytecomm	AA-463-ORF-DFW		12/1/11 6:33 AM (-05:00)			12/1/11 8:24 AM (-06:00)	
flightaware	AA-463-ORF-DFW	2011-12-01 06:30AM EST	2011-12-01 06:33AM EST	 B17 	2011-12-01 08:20AM CST	2011-12-01 08:24AM CST	 C2 
wunderground	AA-463-ORF-DFW	2011-12-01 06:30AM EST	2011-12-01 06:33AM EST	 B17 	2011-12-01 08:20AM CST	2011-12-01 08:24AM CST	 C2 
flights	AA-463-ORF-DFW	06:30 AM  Thu 01-Dec-2011	06:32 AM  Thu 01-Dec-2011	B17	09:10 AM  Thu 01-Dec-2011	08:26 AM  Thu 01-Dec-2011	C2
businesstravellogue	AA-463-ORF-DFW	06:30 AM  Thu 01-Dec-2011	06:32 AM  Thu 01-Dec-2011	B17	09:10 AM  Thu 01-Dec-2011	08:26 AM  Thu 01-Dec-2011	C2
flylouisville	AA-463-ORF-DFW	06:30 AM  Thu 01-Dec-2011	06:32 AM  Thu 01-Dec-2011	B17	09:10 AM  Thu 01-Dec-2011	08:26 AM  Thu 01-Dec-2011	C2
world-flight-tracker	AA-463-ORF-DFW	2011-12-01 6:30 AM	2011-12-01 6:32 AM		2011-12-01 9:10 AM	2011-12-01 8:26 AM	
flightview	AA-463-ORF-DFW	6:30 AM, Dec 01	6:33 AM, Dec 01		9:10 AM, Dec 01	8:22 AM, Dec 01	
panynj	AA-463-ORF-DFW	6:30 AM, Dec 01	6:33 AM, Dec 01		9:10 AM, Dec 01	8:22 AM, Dec 01	
gofox	AA-463-ORF-DFW	6:30 AM, Dec 01	6:33 AM, Dec 01		9:10 AM, Dec 01	8:22 AM, Dec 01	
foxbusiness	AA-463-ORF-DFW	6:30 AM, Dec 01	6:33 AM, Dec 01		9:10 AM, Dec 01	8:22 AM, Dec 01	
allegiantair	AA-463-ORF-DFW	6:30 AM, Dec 01	6:33 AM, Dec 01		9:10 AM, Dec 01	8:22 AM, Dec 01	
boston	AA-463-ORF-DFW	6:30 AM, Dec 01	6:33 AM, Dec 01		9:10 AM, Dec 01	8:22 AM, Dec 01	
travelocity	AA-463-ORF-DFW	Dec 01 - 6:30am	Dec 01 - 6:21am	B17	Dec 01 - 9:10am	Dec 01 - 8:26am	C2/C
orbitz	AA-463-ORF-DFW	6:30aDec 1	6:21aDec 1	 B17	9:10aDec 1	8:26aDec 1	 C2
weather	AA-463-ORF-DFW	2011-12-01 06:30 AM	2011-12-01 06:33 AM		2011-12-01 09:10 AM	2011-12-01 08:21 AM	
usatoday	AA-463-ORF-DFW	2011-12-01 06:30 AM	2011-12-01 06:33 AM		2011-12-01 09:10 AM	2011-12-01 08:21 AM	
mytripandmore	AA-463-ORF-DFW	Dec 01 - 6:30am	Dec 01 - 6:21am	B17	Dec 01 - 9:10am	Dec 01 - 8:26am	C2/C
ua	UA-574-SFO-IAD	Thu, Dec 1 10:40 AM	Thu, Dec 1 10:38 AM	84	Thu, Dec 1 6:43 PM	Thu, Dec 1 6:59 PM	C19
flightexplorer	UA-574-SFO-IAD		12/1/2011 10:50AM PST			12/1/2011 6:49PM EST	
airtravelcenter	UA-574-SFO-IAD		12/1/11 10:51 AM (-08:00)			12/1/11 6:45 PM (-05:00)	
myrateplan	UA-574-SFO-IAD		12/1/11 10:51 AM (-08:00)			12/1/11 6:45 PM (-05:00)	
helloflight	UA-574-SFO-IAD		12/1/11 10:51 AM (-08:00)			12/1/11 6:45 PM (-05:00)	
flytecomm	UA-574-SFO-IAD		12/1/11 10:51 AM (-08:00)			12/1/11 6:45 PM (-05:00)	
flightaware	UA-574-SFO-IAD	2011-12-01 10:40AM PST	2011-12-01 10:51AM PST	 84 	2011-12-01 06:43PM EST	2011-12-01 06:50PM EST	 C19 
wunderground	UA-574-SFO-IAD	2011-12-01 10:40AM PST	2011-12-01 10:51AM PST	 84 	2011-12-01 06:43PM EST	2011-12-01 06:50PM EST	 C19 
flights	UA-574-SFO-IAD	10:40 AM  Thu 01-Dec-2011	10:38 AM  Thu 01-Dec-2011	84	06:43 PM  Thu 01-Dec-2011	06:59 PM  Thu 01-Dec-2011	C19
businesstravellogue	UA-574-SFO-IAD	10:40 AM  Thu 01-Dec-2011	10:38 AM  Thu 01-Dec-2011	84	06:43 PM  Thu 01-Dec-2011	06:59 PM  Thu 01-Dec-2011	C19
flylouisville	UA-574-SFO-IAD	10:40 AM  Thu 01-Dec-2011	10:38 AM  Thu 01-Dec-2011	84	06:43 PM  Thu 01-Dec-2011	06:59 PM  Thu 01-Dec-2011	C19
flightstats	UA-574-SFO-IAD	2011-12-01 10:40 AM	2011-12-01 10:38 AM		2011-12-01 6:43 PM	2011-12-01 6:59 PM	
quicktrip	UA-574-SFO-IAD	2011-12-01 10:40 AM	2011-12-01 10:38 AM		2011-12-01 6:43 PM	2011-12-01 6:59 PM	
world-flight-tracker	UA-574-SFO-IAD	2011-12-01 10:40 AM	2011-12-01 10:38 AM		2011-12-01 6:43 PM	2011-12-01 6:59 PM	
flightview	UA-574-SFO-IAD	10:40 AM, Dec 01	10:51 AM, Dec 01	Terminal 3 - 84	6:43 PM, Dec 01	6:59 PM, Dec 01	C19
panynj	UA-574-SFO-IAD	10:40 AM, Dec 01	10:51 AM, Dec 01	Terminal 3 - 84	6:43 PM, Dec 01	6:59 PM, Dec 01	C19
gofox	UA-574-SFO-IAD	10:40 AM, Dec 01	10:51 AM, Dec 01		6:43 PM, Dec 01	6:59 PM, Dec 01	
foxbusiness	UA-574-SFO-IAD	10:40 AM, Dec 01	10:51 AM, Dec 01	Terminal 3 - 84	6:43 PM, Dec 01	6:59 PM, Dec 01	C19
allegiantair	UA-574-SFO-IAD	10:40 AM, Dec 01	10:51 AM, Dec 01	Terminal 3 - 84	6:43 PM, Dec 01	6:59 PM, Dec 01	C19
boston	UA-574-SFO-IAD	10:40 AM, Dec 01	10:51 AM, Dec 01		6:43 PM, Dec 01	6:51 PM, Dec 01	
travelocity	UA-574-SFO-IAD	Dec 01 - Not Available	Dec 01 - 10:51am	84	Dec 01 - Not Available	Dec 01 - 6:59pm	C19
orbitz	UA-574-SFO-IAD	10:40aDec 1	10:38aDec 1	 84	6:43pDec 1	6:59pDec 1	 C19
weather	UA-574-SFO-IAD	2011-12-01 10:40 AM			2011-12-01 06:43 PM		
iad	UA-574-SFO-IAD				2011-12-01 18:43 	2011-12-01 18:59 	
ifly	UA-574-SFO-IAD	2011-12-01 10:40 AM	2011-12-01 10:38 AM		2011-12-01 6:43 PM	2011-12-01 6:59 PM	
usatoday	UA-574-SFO-IAD	10:40 AM, Dec 01	10:51 AM, Dec 01		6:43 PM, Dec 01	6:51 PM, Dec 01	
mytripandmore	UA-574-SFO-IAD	10:40aDec 1	10:38aDec 1	 84	6:43pDec 1	6:59pDec 1	 C19
flightwise	UA-574-SFO-IAD	2011-12-01 10:40AM PST	2011-12-01 10:51AM PST	 84 	2011-12-01 06:43PM EST	2011-12-01 06:50PM EST	 C19 
flightarrival	UA-574-SFO-IAD	2011-12-01 10:40 AM	2011-12-01 10:38 AM		2011-12-01 6:43 PM	2011-12-01 6:59 PM	
CO	CO-5225-ATL-IAH	Thu., Dec.01, 2011 10:51 a.m.	Thu., Dec.01, 2011 10:45 a.m.		Thu., Dec.01, 2011 12:19 p.m.	Thu., Dec.01, 2011 12:00 p.m.	
airtravelcenter	CO-5225-ATL-IAH	12/1/11 10:51 AM (-05:00)			12/1/11 12:19 PM (-06:00)		
